Time,Address,Holding
2024-12-16T15:05:10Z,2YzZLi6wTdm9Gqh7uVbg7a1ivcBi3JuyAVaaxEM7ABA7,118749.014207
2024-12-16T15:05:11Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256297434.501191
2024-12-16T15:05:11Z,DfjQW5QuQodxrYFj1uoSDp7ZVaba7FeGd1fcjhXepPru,8088413.526860
2024-12-16T15:05:11Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256259934.501191
2024-12-16T15:05:11Z,Dg1hQZKomBoC4YZFidhJ9SQJ6LioiBfRLiKCG4ZzfFLh,371483.593960
2024-12-16T15:05:11Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256219393.960651
2024-12-16T15:05:11Z,E5RidwmFkdZvtjw7HZH23mScTfz456V5WHZLfUNhCUXm,450066.471619
2024-12-16T15:05:12Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256184596.663354
2024-12-16T15:05:12Z,3QqwYZAiUoKfw6DxV5NeMKbgPzhXL3b5Lkt5WnEmLPaa,531026.561021
2024-12-16T15:05:13Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256144056.122814
2024-12-16T15:05:13Z,FVc9HuYtTgfQCQDQQzQ7EBPMfFi6xwod4mFMxh5XXVvy,4775335.266224
2024-12-16T15:05:14Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256103853.420112
2024-12-16T15:05:14Z,Fu7ER3NM5NSWobhmQFz1T59GBVnAWQKfVyP2vHATAgCP,10541389.696559
2024-12-16T15:05:15Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256068380.447140
2024-12-16T15:05:15Z,FXQZtPsMMrPKvSWJEWmn8M6bsJb9gdApiAbiVjqsmtGt,744907.560615
2024-12-16T15:05:15Z,3ECvpcKMSKtXgD7Ew19BNrndx6u81kZGHPsojXWPnHeR,690535.309040
2024-12-16T15:05:16Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,255990602.669363
2024-12-16T15:05:16Z,CDStv4Qw27ouFVfTJZ3Pihd7EDeFoU3qWQ2iLkDorp2h,581426.095292
2024-12-16T15:05:16Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,255954239.033000
2024-12-16T15:05:16Z,68tMH4tsLhhfgRidVsdxqJARzxvaxh4aPTtTx8UgBmpo,329210.205302
2024-12-16T15:05:17Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,255914845.093607
2024-12-16T15:05:17Z,GQbQ1iXcaSmMLfWpZZUMEcaXA5psgEmf4pRyZp3EoYe8,3276999.387113
2024-12-16T15:05:17Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,255878818.157581
2024-12-16T15:05:17Z,3ECvpcKMSKtXgD7Ew19BNrndx6u81kZGHPsojXWPnHeR,726562.245066
2024-12-16T15:05:18Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,255844138.022901
2024-12-16T15:05:18Z,FtGFmDP65Bx6iPuAUb7z1tEjcHHWyPiQSs6MX6MLjpZz,306512.232183
2024-12-16T15:05:19Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,255807100.985864
2024-12-16T15:05:19Z,4sRRtfQSkkxjTvNSiTCuLDDYWcTAtfemgmvezW7kkaQ9,3977198.406903
